=== 종목 배치 적재 (GICS 계층화) ===

모드: cron (sector_id 재시도)

  섹터 매핑 테이블 로드 중...
  gics_yfinance_map: 176건, sectors L1: 12건, sectors 전체: 220건

[cron] sector_id 미설정 종목 조회 중...
  대상: 10798개

  [534/10798] 0061Z0 (KR): null (매핑 실패)
  [535/10798] 0043B0 (KR): null (매핑 실패)
  [536/10798] 0126Z0 (KR): sector_id=129
  [537/10798] 025540 (KR): sector_id=209
  [538/10798] 139130 (KR): sector_id=139
  [539/10798] 064960 (KR): sector_id=157
  [540/10798] 498410 (KR): null (매핑 실패)
  [541/10798] 009420 (KR): sector_id=130
  [542/10798] 004490 (KR): sector_id=209
  [543/10798] 030200 (KR): sector_id=197
  [544/10798] 336370 (KR): sector_id=124
  [545/10798] 481050 (KR): null (매핑 실패)
  [546/10798] 550082 (KR): null (매핑 실패)
  [547/10798] 003160 (KR): sector_id=127
  [548/10798] 001720 (KR): sector_id=149
  [549/10798] 071320 (KR): sector_id=259
  [550/10798] 071050 (KR): sector_id=149
  [551/10798] 364980 (KR): null (매핑 실패)
  [552/10798] 017800 (KR): sector_id=213
  [553/10798] 272580 (KR): null (매핑 실패)
  [554/10798] 451800 (KR): sector_id=263
  [555/10798] 097950 (KR): sector_id=188
  [556/10798] 214320 (KR): sector_id=199
  [557/10798] 396500 (KR): null (매핑 실패)
  [558/10798] 079900 (KR): sector_id=212
  [559/10798] 001450 (KR): sector_id=155
  [560/10798] 010780 (KR): sector_id=208
  [561/10798] 000720 (KR): sector_id=208
  [562/10798] 490590 (KR): null (매핑 실패)
  [563/10798] 032830 (KR): sector_id=153
  [564/10798] 036530 (KR): sector_id=211
  [565/10798] 014680 (KR): sector_id=231
  [566/10798] 000880 (KR): sector_id=211
  [567/10798] 003620 (KR): sector_id=159
  [568/10798] 075580 (KR): sector_id=225
  [569/10798] 031210 (KR): sector_id=154
  [570/10798] 030190 (KR): sector_id=146
  [571/10798] 006120 (KR): sector_id=251
  [572/10798] 494310 (KR): null (매핑 실패)
  [573/10798] 371160 (KR): null (매핑 실패)
  [574/10798] 079550 (KR): sector_id=206
  [575/10798] 006650 (KR): sector_id=231
  [576/10798] 036460 (KR): sector_id=255
  [577/10798] 295040 (KR): null (매핑 실패)
  [578/10798] 033240 (KR): sector_id=124
  [579/10798] 302440 (KR): sector_id=129
  [580/10798] 385560 (KR): null (매핑 실패)
  [581/10798] 278470 (KR): sector_id=194
  [582/10798] 0148J0 (KR): null (매핑 실패)
  [583/10798] 035250 (KR): sector_id=170
  [584/10798] 108320 (KR): sector_id=128
  [585/10798] 005690 (KR): sector_id=129
  [586/10798] 011780 (KR): sector_id=234
  [587/10798] 462330 (KR): null (매핑 실패)
  [588/10798] 086280 (KR): sector_id=223
  [589/10798] 00088K (KR): sector_id=211
  [590/10798] 004800 (KR): sector_id=211
  [591/10798] 499790 (KR): sector_id=211
  [592/10798] 009150 (KR): sector_id=124
  [593/10798] 153130 (KR): null (매핑 실패)
  [594/10798] 005850 (KR): sector_id=157
  [595/10798] 367760 (KR): null (매핑 실패)
  [596/10798] 024110 (KR): sector_id=139
  [597/10798] 006340 (KR): sector_id=209
  [598/10798] 020150 (KR): sector_id=209
  [599/10798] 438100 (KR): null (매핑 실패)
  [600/10798] 248070 (KR): sector_id=124
  [601/10798] 011170 (KR): sector_id=231
  [602/10798] 252670 (KR): null (매핑 실패)
  [603/10798] 138040 (KR): sector_id=149
  [604/10798] 481060 (KR): null (매핑 실패)
  [605/10798] 0162Z0 (KR): null (매핑 실패)
  [606/10798] 466940 (KR): null (매핑 실패)
  [607/10798] 491010 (KR): null (매핑 실패)
  [608/10798] 278540 (KR): null (매핑 실패)
  [609/10798] 137310 (KR): sector_id=132
  [610/10798] 272210 (KR): sector_id=206
  [611/10798] 111770 (KR): sector_id=167
  [612/10798] 487340 (KR): null (매핑 실패)
  [613/10798] 011200 (KR): sector_id=225
  [614/10798] 298050 (KR): sector_id=169
  [615/10798] 192400 (KR): sector_id=162
  [616/10798] 489790 (KR): sector_id=219
  [617/10798] 434730 (KR): null (매핑 실패)
  [618/10798] 365550 (KR): sector_id=261
  [619/10798] 012510 (KR): sector_id=119
  [620/10798] 114800 (KR): null (매핑 실패)
  [621/10798] 402970 (KR): null (매핑 실패)
  [622/10798] 233740 (KR): null (매핑 실패)
  [623/10798] 035720 (KR): sector_id=205
  [624/10798] 402340 (KR): sector_id=128
  [625/10798] 494300 (KR): null (매핑 실패)
  [626/10798] 251270 (KR): sector_id=204
  [627/10798] 495850 (KR): null (매핑 실패)
  [628/10798] 057050 (KR): sector_id=177
  [629/10798] 367380 (KR): null (매핑 실패)
  [630/10798] 000670 (KR): sector_id=124
  [631/10798] 033780 (KR): sector_id=189
  [632/10798] 449180 (KR): null (매핑 실패)
  [633/10798] 051900 (KR): sector_id=194
  [634/10798] 102970 (KR): null (매핑 실패)
  [635/10798] 476550 (KR): null (매핑 실패)
  [636/10798] 487240 (KR): null (매핑 실패)
  [637/10798] 090460 (KR): sector_id=124
  [638/10798] 360750 (KR): null (매핑 실패)
  [639/10798] 0195R0 (KR): null (매핑 실패)
  [640/10798] 458730 (KR): null (매핑 실패)
  [641/10798] 009450 (KR): sector_id=213
  [642/10798] 280360 (KR): sector_id=188
  [643/10798] 450080 (KR): sector_id=209
  [644/10798] 760009 (KR): null (매핑 실패)
  [645/10798] 003670 (KR): sector_id=209
  [646/10798] 071055 (KR): sector_id=149
  [647/10798] 103590 (KR): sector_id=209
  [648/10798] 005300 (KR): sector_id=186
  [649/10798] 144600 (KR): null (매핑 실패)
  [650/10798] 096770 (KR): sector_id=251
  [651/10798] 360200 (KR): null (매핑 실패)
  [652/10798] 000660 (KR): sector_id=128
  [653/10798] 479520 (KR): null (매핑 실패)
  [654/10798] 395160 (KR): null (매핑 실패)
  [655/10798] 446720 (KR): null (매핑 실패)
  [656/10798] 003240 (KR): sector_id=231
  [657/10798] 423160 (KR): null (매핑 실패)
  [658/10798] 100090 (KR): sector_id=206
  [659/10798] 003550 (KR): sector_id=161
  [660/10798] 003470 (KR): sector_id=149
  [661/10798] 088350 (KR): sector_id=153
  [662/10798] 330590 (KR): sector_id=266
  [663/10798] 475720 (KR): null (매핑 실패)
  [664/10798] 273130 (KR): null (매핑 실패)
  [665/10798] 185750 (KR): sector_id=130
  [666/10798] 064350 (KR): sector_id=226
  [667/10798] 069660 (KR): null (매핑 실패)
  [668/10798] 381170 (KR): null (매핑 실패)
  [669/10798] 138540 (KR): null (매핑 실패)
  [670/10798] 003090 (KR): sector_id=130
  [671/10798] 357870 (KR): null (매핑 실패)
  [672/10798] 300720 (KR): sector_id=235
  [673/10798] 018260 (KR): sector_id=116
  [674/10798] 441800 (KR): null (매핑 실패)
  [675/10798] 102780 (KR): null (매핑 실패)
  [676/10798] 000210 (KR): sector_id=234
  [677/10798] 451540 (KR): null (매핑 실패)
  [678/10798] 089860 (KR): sector_id=143
  [679/10798] 395270 (KR): null (매핑 실패)
  [680/10798] 438080 (KR): null (매핑 실패)
  [681/10798] 411060 (KR): null (매핑 실패)
  [682/10798] 0117V0 (KR): null (매핑 실패)
  [683/10798] 082640 (KR): sector_id=153
  [684/10798] 175330 (KR): sector_id=139
  [685/10798] 495050 (KR): null (매핑 실패)
  [686/10798] 456040 (KR): sector_id=234
  [687/10798] 0177N0 (KR): null (매핑 실패)
  [688/10798] 023530 (KR): sector_id=177
  [689/10798] 001820 (KR): sector_id=124
  [690/10798] 371460 (KR): null (매핑 실패)
  [691/10798] 002380 (KR): sector_id=231
  [692/10798] 455850 (KR): null (매핑 실패)
  [693/10798] 267250 (KR): sector_id=251
  [694/10798] 305540 (KR): null (매핑 실패)
  [695/10798] 022100 (KR): sector_id=116
  [696/10798] 093370 (KR): sector_id=234
  [697/10798] 465580 (KR): null (매핑 실패)
  [698/10798] 052690 (KR): sector_id=208
  [699/10798] 356540 (KR): null (매핑 실패)
  [700/10798] 316140 (KR): sector_id=139
  [701/10798] 469830 (KR): null (매핑 실패)
  [702/10798] 018880 (KR): sector_id=157
  [703/10798] 457480 (KR): null (매핑 실패)
  [704/10798] 307950 (KR): sector_id=116
  [705/10798] 243880 (KR): null (매핑 실패)
  [706/10798] 0139F0 (KR): null (매핑 실패)
  [707/10798] 082740 (KR): sector_id=213
  [708/10798] 237350 (KR): null (매핑 실패)
  [709/10798] 229200 (KR): null (매핑 실패)
  [710/10798] 415640 (KR): null (매핑 실패)
  [711/10798] 442580 (KR): null (매핑 실패)
  [712/10798] 004020 (KR): sector_id=244
  [713/10798] 012630 (KR): sector_id=208
  [714/10798] 051910 (KR): sector_id=231
  [715/10798] 051915 (KR): sector_id=231
  [716/10798] 148020 (KR): null (매핑 실패)
  [717/10798] 000815 (KR): sector_id=155
  [718/10798] 015760 (KR): sector_id=254
  [719/10798] 423920 (KR): null (매핑 실패)
  [720/10798] 469150 (KR): null (매핑 실패)
  [721/10798] 271560 (KR): sector_id=188
  [722/10798] 281820 (KR): sector_id=127
  [723/10798] 001040 (KR): sector_id=211
  [724/10798] 006110 (KR): sector_id=238
  [725/10798] 226490 (KR): null (매핑 실패)
  [726/10798] 088980 (KR): null (매핑 실패)
  [727/10798] 004000 (KR): sector_id=231
  [728/10798] 017670 (KR): sector_id=197
  [729/10798] 003530 (KR): sector_id=149
  [730/10798] 029780 (KR): sector_id=146
  [731/10798] 475150 (KR): sector_id=259
  [732/10798] 010140 (KR): sector_id=206
  [733/10798] 294870 (KR): sector_id=208
  [734/10798] 0117L0 (KR): null (매핑 실패)
  [735/10798] 138930 (KR): sector_id=139
  [736/10798] 030610 (KR): sector_id=149
  [737/10798] 336260 (KR): sector_id=209
  [738/10798] 700026 (KR): null (매핑 실패)
  [739/10798] 436140 (KR): null (매핑 실패)
  [740/10798] 011790 (KR): sector_id=234
  [741/10798] 007310 (KR): sector_id=188
  [742/10798] 449450 (KR): null (매핑 실패)
  [743/10798] 0167A0 (KR): null (매핑 실패)
  [744/10798] 610063 (KR): null (매핑 실패)
  [745/10798] 034230 (KR): sector_id=170
  [746/10798] 448330 (KR): null (매핑 실패)
  [747/10798] 000500 (KR): sector_id=121
  [748/10798] 157450 (KR): null (매핑 실패)
  [749/10798] 066970 (KR): sector_id=209
  [750/10798] 073240 (KR): sector_id=157
  [751/10798] 003570 (KR): sector_id=206
  [752/10798] 004170 (KR): sector_id=177
  [753/10798] 530031 (KR): null (매핑 실패)
  [754/10798] 497570 (KR): null (매핑 실패)
  [755/10798] 010060 (KR): sector_id=147
  [756/10798] 494890 (KR): null (매핑 실패)
  [757/10798] 0072R0 (KR): null (매핑 실패)
  [758/10798] 128940 (KR): sector_id=130
  [759/10798] 069620 (KR): sector_id=130
  [760/10798] 010130 (KR): sector_id=239
  [761/10798] 329200 (KR): null (매핑 실패)
  [762/10798] 377300 (KR): sector_id=120
  [763/10798] 020560 (KR): sector_id=224
  [764/10798] 700028 (KR): null (매핑 실패)
  [765/10798] 310970 (KR): null (매핑 실패)
  [766/10798] 195870 (KR): sector_id=127
  [767/10798] 009540 (KR): sector_id=206
  [768/10798] 032350 (KR): sector_id=170
  [769/10798] 241560 (KR): sector_id=212
  [770/10798] 475630 (KR): null (매핑 실패)
  [771/10798] 181710 (KR): sector_id=204
  [772/10798] 077970 (KR): sector_id=213
  [773/10798] 090430 (KR): sector_id=194
  [774/10798] 477080 (KR): null (매핑 실패)
  [775/10798] 042700 (KR): sector_id=127
  [776/10798] 192080 (KR): sector_id=204
  [777/10798] 005385 (KR): sector_id=159
  [778/10798] 390390 (KR): null (매핑 실패)
  [779/10798] 001120 (KR): sector_id=211
  [780/10798] 000100 (KR): sector_id=130
  [781/10798] 006040 (KR): sector_id=188
  [782/10798] 011070 (KR): sector_id=124
  [783/10798] 003540 (KR): sector_id=149
  [784/10798] 036570 (KR): sector_id=204
  [785/10798] 361610 (KR): sector_id=124
  [786/10798] 005930 (KR): sector_id=161
  [787/10798] 000150 (KR): sector_id=211
  [788/10798] 760013 (KR): null (매핑 실패)
  [789/10798] 000080 (KR): sector_id=185
  [790/10798] 006280 (KR): sector_id=130
  [791/10798] 498400 (KR): null (매핑 실패)
  [792/10798] 395400 (KR): sector_id=263
  [793/10798] 032640 (KR): sector_id=197
  [794/10798] 298020 (KR): sector_id=169
  [795/10798] 379780 (KR): null (매핑 실패)
  [796/10798] 021240 (KR): sector_id=162
  [797/10798] 445290 (KR): null (매핑 실패)
  [798/10798] 069500 (KR): null (매핑 실패)
  [799/10798] 441640 (KR): null (매핑 실패)
  [800/10798] 062040 (KR): sector_id=209
  [801/10798] 232080 (KR): null (매핑 실패)
  [802/10798] 368590 (KR): null (매핑 실패)
  [803/10798] 381180 (KR): null (매핑 실패)
  [804/10798] 005070 (KR): sector_id=234
  [805/10798] 005490 (KR): sector_id=244
  [806/10798] 0195S0 (KR): null (매핑 실패)
  [807/10798] 009830 (KR): sector_id=259
  [808/10798] 001800 (KR): sector_id=188
  [809/10798] 017960 (KR): sector_id=231
  [810/10798] 326030 (KR): sector_id=129
  [811/10798] 002790 (KR): sector_id=194
  [812/10798] 000810 (KR): sector_id=155
  [813/10798] 023590 (KR): sector_id=116
  [814/10798] 078930 (KR): sector_id=211
  [815/10798] 009155 (KR): sector_id=124
  [816/10798] 462870 (KR): sector_id=204
  [817/10798] 267270 (KR): sector_id=212
  [818/10798] 005935 (KR): sector_id=161
  [819/10798] 091230 (KR): null (매핑 실패)
  [820/10798] 086790 (KR): sector_id=139
  [821/10798] 091160 (KR): null (매핑 실패)
  [822/10798] 066575 (KR): sector_id=161
  [823/10798] 006800 (KR): sector_id=149
  [824/10798] 017900 (KR): sector_id=128
  [825/10798] 069260 (KR): sector_id=231
  [826/10798] 001430 (KR): sector_id=244
  [827/10798] 178920 (KR): sector_id=234
  [828/10798] 002350 (KR): sector_id=157
  [829/10798] 453850 (KR): null (매핑 실패)
  [830/10798] 484790 (KR): null (매핑 실패)
  [831/10798] 058650 (KR): sector_id=244
  [832/10798] 466920 (KR): null (매핑 실패)
  [833/10798] 459580 (KR): null (매핑 실패)
  [834/10798] 456610 (KR): null (매핑 실패)
  [835/10798] 00104K (KR): sector_id=211
  [836/10798] 446770 (KR): null (매핑 실패)
  [837/10798] 293180 (KR): null (매핑 실패)
  [838/10798] 314250 (KR): null (매핑 실패)
  [839/10798] 112610 (KR): sector_id=213
  [840/10798] 180640 (KR): sector_id=171
  [841/10798] 455030 (KR): null (매핑 실패)
  [842/10798] 0048J0 (KR): null (매핑 실패)
  [843/10798] 000120 (KR): sector_id=223
  [844/10798] 000990 (KR): sector_id=128
  [845/10798] 0193W0 (KR): null (매핑 실패)
  [846/10798] 479080 (KR): null (매핑 실패)
  [847/10798] 298040 (KR): sector_id=209
  [848/10798] 229640 (KR): sector_id=209
  [849/10798] 353200 (KR): sector_id=124
  [850/10798] 005380 (KR): sector_id=159
  [851/10798] 192820 (KR): sector_id=194
  [852/10798] 486290 (KR): null (매핑 실패)
  [853/10798] 488770 (KR): null (매핑 실패)
  [854/10798] 161890 (KR): sector_id=194
  [855/10798] 010120 (KR): sector_id=209
  [856/10798] 097230 (KR): sector_id=208
  [857/10798] 034220 (KR): sector_id=161
  [858/10798] 005440 (KR): sector_id=191
  [859/10798] 042660 (KR): sector_id=206
  [860/10798] 120110 (KR): sector_id=231
  [861/10798] 322000 (KR): sector_id=259
  [862/10798] 001440 (KR): sector_id=209
  [863/10798] 008770 (KR): sector_id=181
  [864/10798] 003230 (KR): sector_id=188
  [865/10798] 472150 (KR): null (매핑 실패)
  [866/10798] 018670 (KR): sector_id=251
  [867/10798] 379810 (KR): null (매핑 실패)
  [868/10798] 103140 (KR): sector_id=213
  [869/10798] 267260 (KR): sector_id=209
  [870/10798] 007070 (KR): sector_id=177
  [871/10798] 161390 (KR): sector_id=157
  [872/10798] 487230 (KR): null (매핑 실패)
  [873/10798] 068270 (KR): sector_id=129
  [874/10798] 00680K (KR): sector_id=149
  [875/10798] 214980 (KR): null (매핑 실패)
  [876/10798] 352820 (KR): sector_id=203
  [877/10798] 030000 (KR): sector_id=199
  [878/10798] 003490 (KR): sector_id=224
  [879/10798] 105190 (KR): null (매핑 실패)
  [880/10798] 081660 (KR): sector_id=166
  [881/10798] 005830 (KR): sector_id=155
  [882/10798] 373220 (KR): sector_id=209
  [883/10798] 488080 (KR): null (매핑 실패)
  [884/10798] 035420 (KR): sector_id=205
  [885/10798] 305720 (KR): null (매핑 실패)
  [886/10798] 047040 (KR): sector_id=208
  [887/10798] 152100 (KR): null (매핑 실패)
  [888/10798] 055550 (KR): sector_id=139
  [889/10798] 385540 (KR): null (매핑 실패)
  [890/10798] 008930 (KR): sector_id=134
  [891/10798] 005387 (KR): sector_id=159
  [892/10798] 0193T0 (KR): null (매핑 실패)
  [893/10798] 028050 (KR): sector_id=208
  [894/10798] 315930 (KR): null (매핑 실패)
  [895/10798] 011210 (KR): sector_id=157
  [896/10798] 453340 (KR): sector_id=218
  [897/10798] 278530 (KR): null (매핑 실패)
  [898/10798] 277630 (KR): null (매핑 실패)
  [899/10798] 114260 (KR): null (매핑 실패)
  [900/10798] 051600 (KR): sector_id=208
  [901/10798] 006400 (KR): sector_id=209
  [902/10798] 483280 (KR): null (매핑 실패)
  [903/10798] 123320 (KR): null (매핑 실패)
  [904/10798] 071970 (KR): sector_id=213
  [905/10798] 329750 (KR): null (매핑 실패)
  [906/10798] 438330 (KR): null (매핑 실패)
  [907/10798] 284430 (KR): null (매핑 실패)
  [908/10798] 039490 (KR): sector_id=149
  [909/10798] 001500 (KR): sector_id=149
  [910/10798] 002840 (KR): sector_id=231
  [911/10798] 004370 (KR): sector_id=188
  [912/10798] 091170 (KR): null (매핑 실패)
  [913/10798] 000400 (KR): sector_id=155
  [914/10798] 028260 (KR): sector_id=208
  [915/10798] 279570 (KR): null (매핑 실패)
  [916/10798] 379800 (KR): null (매핑 실패)
  [917/10798] 034730 (KR): sector_id=211
  [918/10798] 017940 (KR): sector_id=251
  [919/10798] 000640 (KR): sector_id=130
  [920/10798] 282330 (KR): sector_id=192
  [921/10798] 014820 (KR): sector_id=236
  [922/10798] 091180 (KR): null (매핑 실패)
  [923/10798] 426030 (KR): null (매핑 실패)
  [924/10798] 454910 (KR): sector_id=213
  [925/10798] 0023A0 (KR): null (매핑 실패)
  [926/10798] 005389 (KR): sector_id=159
  [927/10798] 003690 (KR): sector_id=156
  [928/10798] 003030 (KR): sector_id=244
  [929/10798] 484870 (KR): sector_id=206
  [930/10798] 006260 (KR): sector_id=209
  [931/10798] 439260 (KR): sector_id=206
  [932/10798] 007660 (KR): sector_id=124
  [933/10798] 012450 (KR): sector_id=206
  [934/10798] 365780 (KR): null (매핑 실패)
  [935/10798] 361580 (KR): null (매핑 실패)
  [936/10798] 085620 (KR): sector_id=153
  [937/10798] 0105E0 (KR): null (매핑 실패)
  [938/10798] 449190 (KR): null (매핑 실패)
  [939/10798] 007340 (KR): sector_id=157
  [940/10798] 047050 (KR): sector_id=211
  [941/10798] 466950 (KR): null (매핑 실패)
  [942/10798] 006380 (KR): null (매핑 실패)
  [943/10798] 006360 (KR): sector_id=208
  [944/10798] 001270 (KR): sector_id=149
  [945/10798] 0173Y0 (KR): null (매핑 실패)
  [946/10798] 012330 (KR): sector_id=157
  [947/10798] 026960 (KR): sector_id=191
  [948/10798] 443060 (KR): sector_id=206
  [949/10798] 066570 (KR): sector_id=161
  [950/10798] 003200 (KR): sector_id=169
  [951/10798] 334890 (KR): sector_id=263
  [952/10798] 475560 (KR): sector_id=173
  [953/10798] 003520 (KR): sector_id=130
  [954/10798] 088260 (KR): sector_id=260
  [955/10798] 006805 (KR): sector_id=149
  [956/10798] 0048K0 (KR): null (매핑 실패)
  [957/10798] 136490 (KR): sector_id=187
  [958/10798] 003220 (KR): sector_id=130
  [959/10798] 102260 (KR): sector_id=231
  [960/10798] 480040 (KR): null (매핑 실패)
  [961/10798] 028100 (KR): sector_id=208
  [962/10798] 0000J0 (KR): null (매핑 실패)
  [963/10798] 003547 (KR): sector_id=149
  [964/10798] 461270 (KR): null (매핑 실패)
  [965/10798] 377190 (KR): sector_id=260
  [966/10798] 033530 (KR): sector_id=157
  [967/10798] 037270 (KR): sector_id=199
  [968/10798] 003555 (KR): sector_id=161
  [969/10798] 337160 (KR): null (매핑 실패)
  [970/10798] 004310 (KR): sector_id=130
  [971/10798] 760011 (KR): null (매핑 실패)
  [972/10798] 550089 (KR): null (매핑 실패)
  [973/10798] 000680 (KR): sector_id=181
  [974/10798] 0008S0 (KR): null (매핑 실패)
  [975/10798] 0030R0 (KR): sector_id=260
  [976/10798] 005430 (KR): sector_id=227
  [977/10798] 490090 (KR): null (매핑 실패)
  [978/10798] 305080 (KR): null (매핑 실패)
  [979/10798] 332500 (KR): null (매핑 실패)
  [980/10798] 0089D0 (KR): null (매핑 실패)
  [981/10798] 497880 (KR): null (매핑 실패)
  [982/10798] 001080 (KR): sector_id=244
  [983/10798] 004430 (KR): sector_id=234
  [984/10798] 034120 (KR): sector_id=203
  [985/10798] 463290 (KR): null (매핑 실패)
  [986/10798] 495550 (KR): null (매핑 실패)
  [987/10798] 000490 (KR): sector_id=212
  [988/10798] 000140 (KR): sector_id=184
  [989/10798] 480020 (KR): null (매핑 실패)
  [990/10798] 138520 (KR): null (매핑 실패)
  [991/10798] 0092C0 (KR): null (매핑 실패)
